,decimalLatitude,decimalLongitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Carex_bohemica|FIN|spm00002276|Ovales,50.88927855,12.58783555,81.88844622,83.25199203,30.32270916,6872.253984,230.4691235,-43.05577689,273.5249004,152.2589641,22.72111554,169.2768924,-7.423306773,702.4073705,81.17629482,41.64840637,22.08964143,228.1912351,134.1195219,223.6135458,150.247012
Carex_bolanderi|CAL|spm00001414|Deweyanae,39.79362195,-121.0104615,97.05045045,137.5369369,46.88288288,5540.32973,267.5351351,-26.21441441,293.7495495,38.56576577,164.5657658,170.6972973,32.1963964,1048.621622,187.2306306,8.531531532,73.0990991,517.1765766,44.53873874,54.07387387,499.9315315
Carex_boliviensis|MXC|spm00000255|Porocystis,10.73207795,-93.55111408,136.547619,142.3095238,65.23809524,2279.928571,241.0238095,22.4047619,218.6190476,155.6190476,120.7857143,162.6428571,104.8571429,1002.119048,206.7619048,10.73809524,86.33333333,562.2857143,43.80952381,384.8571429,78.9047619
Carex_bonanzensis|ARK|spm00001820|Glareosae,65.205783,-134.8152339,-63.8372093,100.4883721,19.1627907,14807.83721,200.0232558,-310.0465116,510.0697674,116.4418605,-159.3023256,125.0930233,-248.3953488,282.4883721,48.30232558,10.04651163,50.86046512,124.4883721,34.51162791,120.6046512,45.53488372
Carex_bonariensis|BOL|spm00005361|Bracteosae,-29.55651941,-54.0803831,174.5686275,109.627451,50.94117647,3584.039216,285.6078431,71.35294118,214.254902,192.4901961,149.9411765,219.5098039,128.7254902,1397.313725,159.5490196,78.92156863,25.09803922,436.3137255,264.8823529,406.9019608,288.1372549
Carex_borbonica|REU|spm00004353|Spirostachyae,-21.272167,55.684306,170,64,52,2126,233,112,121,197,147,197,143,1620,261,54,48,690,190,690,229
Carex_borealipolaris|MNT|spm00001831|Kobresia,59.92273533,-112.7444815,-87.16666667,95.5,23,12234.5,148.1666667,-286.5,434.6666667,55.66666667,-217.1666667,73.5,-231,308.8333333,47.33333333,13.83333333,54.16666667,123.6666667,47.16666667,111.6666667,48.33333333
Carex_borii|WHM|spm00003355|Aulocystis,35.45472222,75.80388889,-33.94444444,100.5277778,26.36111111,9428.166667,155.5833333,-221.8333333,377.4166667,3.166666667,-72.16666667,82.41666667,-159.5277778,201.1111111,30.83333333,5.138888889,46.19444444,80.33333333,23.72222222,55.94444444,42.72222222
Carex_boryana|REU|spm00004377|Spirostachyae,-16.14842267,50.91624433,202.6666667,88.33333333,63.66666667,1759.333333,268.6666667,133,135.6666667,221.6666667,179.6666667,222,178.3333333,1715.666667,342.6666667,32.33333333,78,926,114.6666667,913.6666667,130.3333333
Carex_bostrychostigma|JAP|spm00003784|Debiles,34.80899091,133.6105455,120.2727273,88.81818182,27.27272727,8265.454545,285.6363636,-32.72727273,318.3636364,204,38.09090909,227.3636364,16.45454545,1736.181818,258.7272727,70.90909091,43.72727273,667.2727273,233.5454545,637.6363636,241.4545455
Carex_brachycalama|BOL|spm00000368|Paniceae,0.72271925,-84.88228325,163.5,143.5,69.75,2296,274,55.25,218.75,184,134.75,191.75,132.75,1529.75,215.25,62.25,62.75,614.25,209,433.25,284
Carex_brainerdii|CAL|spm00000760|Acrocystis,40.12181359,-121.6086017,81.80751174,147.9765258,45.80751174,6044.061033,271.4788732,-48.33802817,319.8169014,16.02347418,161.8028169,162.3755869,12.07042254,1061.680751,186.9201878,7.117370892,72.58215962,517.9671362,42.50234742,46.68075117,505.1877934
Carex_brasiliensis|BZS|spm00000366|Glaucescentes,-26.34695503,-50.39787938,172.5555556,110.1507937,56.12698413,2870.349206,268.2063492,73.96825397,194.2380952,192.6587302,147.2777778,207.3412698,135.1428571,1667.904762,199.3888889,91.53968254,25.56349206,544.5555556,312.3730159,521.6190476,329.452381
Carex_brevicollis|TCS|spm00003478|Depauperatae,42.99364142,0.26690059,96.56435644,96.0330033,38.16831683,5416.712871,237.2640264,-12.35313531,249.6171617,65.93069307,143.5676568,167.4719472,29.44884488,909.1089109,104.7128713,47.75247525,21.04950495,283.9405941,171.6732673,180.349835,245.9141914
Carex_brevior|BRC|spm00001823|Ovales,41.15252715,-94.79514443,99.84263959,130.677665,31.42258883,9725.282995,305.5139594,-104.821066,410.3350254,178.7271574,-9.280456853,222.0406091,-29.45177665,780.7474619,105.2474619,29.86167513,42.10913706,285.035533,102.6129442,257.8477157,110.1700508
Carex_breviprophylla|EHM|spm00005912|Kobresia,28.253008,83.938548,187,108,48,4293,283,59,224,230,131,230,123,2994,777,4,111,2052,33,2052,43
Carex_breweri|WAS|spm00001576|Inflatae,39.39040405,-119.9257449,28.17793594,125.202847,42.6405694,5759.896797,197.9679715,-91.90747331,289.8754448,-28.04982206,101.1850534,106.7758007,-35.74377224,870.8398577,143.1032028,16.78647687,61.31316726,397.544484,67.45907473,74.49822064,379.4021352
Carex_brizoides|GER|spm00005239|Ammoglochin,49.44653552,10.42822305,82.79972733,85.06980232,31.65548739,6552.349421,226.1695978,-38.54873892,264.7183367,157.5450579,23.35078391,165.3496933,-2.788139059,784.1481936,92.17641445,46.47675528,22.70497614,261.0368098,150.2141786,258.9792774,166.2924335
Carex_bromoides|WIS|spm00002284|Deweyanae,41.15743668,-79.13673049,93.72373541,113.0038911,30.70038911,9030.949416,278.2762646,-92.28793774,370.5642023,140.6070039,22.74708171,205.6575875,-27.20622568,1077.093385,116.2178988,63.91828794,18.90661479,328.3190661,211.5252918,297.7509728,243.5564202
Carex_brunnea|PAK|183093|Graciles,-11.07243469,142.4483882,175.6805112,89.46485623,45.82268371,3872.177316,269.9217252,72.00159744,197.9201278,209.8945687,140.2108626,222.4840256,123.7555911,1756.958466,251.3801917,67.95846645,40.57507987,692.0463259,231.9329073,621.6565495,278.1837061
Carex_brunnescens|NA|spm00005976|Glareosae,62.47473671,14.54517486,18.45443219,76.86980627,24.291472,8143.747275,183.8577836,-128.6183268,312.4761104,101.2671775,-35.9538404,125.4604747,-84.20700181,736.720613,93.47131377,36.36485392,30.67856475,256.158039,118.9227559,228.200897,154.9411948
Carex_brysonii|ALA|spm00000655|Griseae,33.632915,-87.198335,161.5,132,39.5,7373.5,322,-11,333,121.5,215.5,253,62.5,1472,166,81,19,443,281,331.5,421
Carex_buekii|CZE|spm00000558|Phacocystis,49.34824938,12.78902869,75.29468599,86.40096618,30.41062802,6995.31401,224.5821256,-54.86231884,279.4444444,162.6690821,23.90096618,162.7101449,-17.33091787,759.3043478,91.77294686,44.43236715,24.90338164,259.9130435,141.5217391,259.9009662,164.8454106
Carex_bulbostylis|MSI|spm00000648|Griseae,32.41031912,-94.91108776,179.1176471,125.2352941,37.23529412,7387.058824,341.2941176,7.235294118,334.0588235,192.7647059,139.8823529,270.2941176,79.64705882,1095.529412,130.2941176,58,24.88235294,340.8823529,201.4705882,256.3529412,242.4117647
Carex_bullata|MAS|spm00000775|Vesicariae,42.29326414,-70.5597491,85.18918919,95.95495495,29.57657658,7785.081081,244.2432432,-73.54954955,317.7927928,64.57657658,101.0900901,182.4504505,-17.13513514,1212.675676,128.963964,78.23423423,15.63063063,368.1801802,252.3603604,278.7837838,322.5405405
Carex_burchelliana|CPP|spm00004368|Spirostachyae,-27.375,24.3125,168.5,163.75,53.5,4882,306.5,2.5,304,219.5,115.5,225.25,101.75,489.25,89.5,4.5,74.75,251.75,20,232.5,21.25
Carex_bushii|DEL|spm00000777|Porocystis,38.17674092,-92.35434263,129.4285714,125.6190476,31.75824176,9263.315018,321.6043956,-69.3992674,391.003663,201.985348,12.95604396,244.7875458,4.611721612,999.952381,128.0695971,39.51282051,33.73626374,340.0769231,137.6520147,310.1172161,141.1135531
Carex_buxbaumii|ASK|spm00000765|Racemosae,60.56972968,7.503770143,28.27946741,78.53300631,25.93146461,7732.163139,187.6916608,-112.7861247,300.4777856,103.3524877,-21.74982481,129.3564121,-69.61667835,764.0529783,96.06334968,38.14071479,29.67470217,264.3587947,125.3726699,232.121794,168.4480729
Carex_calcifugens|FLA|spm00000668|Griseae,31.68278325,-83.36925425,185.75,133.5,43.5,6372.75,330,26,304,264.5,158.75,264.5,100.75,1338,160.5,72.5,23.5,437.5,242.25,437.5,321.25
Carex_calcis|NZS|spm00002186|Echinochlaenae,-41.42380519,172.3851603,88.04761905,83.76190476,44.71428571,3424.047619,183.7619048,-1.666666667,185.4285714,77.14285714,131.1428571,131.1428571,43,2431.857143,242.1904762,123.2380952,16.33333333,702.4761905,460.3809524,460.3809524,652.3809524
Carex_californica|CAL|spm00001685|Paniceae,41.30559107,-123.3452047,105.8431373,111,52.49019608,3663.882353,227.5686275,14.21568627,213.3529412,66.50980392,151.627451,153.9803922,61.19607843,1504.784314,263.3137255,11.7254902,75.66666667,740.5490196,61.96078431,74.50980392,709.9411765
Carex_camposii|SPA|spm00004363|Spirostachyae,37.16596154,-3.231728944,104.6504065,118.5365854,37.55284553,6411.430894,289.0731707,-22.08130081,311.1544715,52.45528455,191.8943089,192.6585366,30.22764228,697.6504065,86.51219512,17.08943089,42.61788618,244.8455285,66.3495935,70.88617886,228.804878
Carex_canariensis|SPA|spm00002291|Phaestoglochin,28.25246299,-17.16677067,169.0740741,69.44444444,44.22222222,2906.074074,258.1851852,101.962963,156.2222222,145.0740741,202.6296296,209.7777778,136,394.1481481,79.51851852,0.851851852,84.14814815,218.2222222,5.740740741,12.33333333,182.962963
Carex_canescens|PAK|183104|Glareosae,59.30807346,13.23719145,48.01901573,72.09776954,26.05214375,7126.090175,194.7804222,-81.19912695,275.9795491,108.5412306,-2.036775698,141.3271542,-41.23799557,739.9119775,89.25318424,38.13436584,27.37266041,249.3052084,124.0198529,215.542008,160.859475
Carex_capillaris|NWT|spm00002094|Chlorostachyae,62.76917467,3.541516502,15.80509766,70.73313478,27.00429422,6774.216027,157.4291453,-106.5220945,263.9512398,62.16948331,-8.631527912,105.4060119,-67.69794985,935.52251,114.4740961,47.39160549,28.25003463,313.2205984,156.5144757,248.4113451,231.8286466
Carex_capillifolia|NA|spm00005195|Kobresia,34.28930668,82.27148619,-7.339805825,112.9417476,31.72815534,8362.349515,164.631068,-191.7572816,356.3883495,35.26699029,-55.53398058,95.37378641,-119.184466,360.6601942,68.77184466,5.757281553,64.26699029,182.592233,25.53398058,153.2330097,44.84951456
Carex_capitata|KRA|spm00002036|Capituligerae,62.72979144,-10.4361499,-6.492537313,87.97711443,25.7880597,8795.527363,174.3761194,-167.679602,342.0557214,84.81691542,-54.69552239,109.59801,-115.9094527,574.9124378,82.32238806,25.34925373,38.64875622,220.2965174,82.23681592,178.680597,135.4238806
Carex_capitellata|TUR|spm00003459|Rarae,30.22013975,37.70909675,117,121.5,46.25,5353.5,264.5,-13.5,278,120,170.5,183.75,46.75,812.25,143.5,23.75,51.75,336.25,81.5,193.5,133.25
Carex_cardiolepis|PAK|183054|Clandestinae,32.97635,80.82991646,92.71428571,115.3214286,36.42857143,7140.178571,244.0714286,-72.64285714,316.7142857,99.57142857,75.14285714,180.3214286,-3.642857143,806.0357143,162.75,14.5,73.10714286,421.0714286,57.35714286,309.5357143,133.8928571
Carex_careyana|KTY|spm00001401|Careyanae,40.42246497,-84.6047188,102.55,116.8,30.68333333,9126.383333,291.5666667,-83,374.5666667,170.6833333,-6.916666667,216.2166667,-19.63333333,993.6666667,106.0166667,55.2,18.26666667,296.1,190.7166667,272.9166667,200
Carex_caroliniana|ALA|spm00000815|Porocystis,36.21080961,-87.6654305,146.2888889,123.2777778,34.61111111,8250.988889,320.8333333,-33.53333333,354.3666667,187.2555556,91.02222222,249.1555556,35.75555556,1164.766667,129.6,65.06666667,20.05555556,354.3111111,220.3,306.0888889,253.2555556
Carex_caryophyllea|SPA|spm00002063|Mitratae,54.44076906,7.24364595,78.68557991,70.66957445,30.14078738,5851.151938,206.3546234,-28.11347948,234.4681029,102.9690511,50.79822499,155.1953273,5.903436244,804.28514,90.78783281,45.88341045,21.9150421,257.6973375,147.623151,205.5439581,202.4561177
Carex_castanea|NFL|spm00001479|Hymenochlaenae,47.67047918,-79.35165455,28.52222222,107.1722222,24.85,10800.12778,234.7722222,-189.3333333,424.1055556,117.7388889,-72.70555556,160.45,-117.6,873.6388889,99.33888889,46.15555556,24.72222222,281.0833333,155.5944444,265.5388889,175.9444444
Carex_castroviejoi|NA|Carex_WSU_55|Ceratocystis,39.901654,21.20935425,92,107,35,6638.5,262,-40,302,30.75,178.25,178.25,8.5,872.5,111.25,32.75,35.75,318,115.5,115.5,286
Carex_caucasica|IRN|spm00003593|Racemosae,34.58279538,72.76435931,67.46153846,101.3846154,39.38461538,5833.923077,200.8461538,-65.69230769,266.5384615,105.5384615,28.46153846,137.6153846,-9.769230769,1516.384615,241.6923077,40.15384615,53.30769231,649.9230769,136.6923077,600.3846154,165.6923077
Carex_caudata|CAL|spm00000529|Aulocystis,43.07858129,-3.807351404,102.0266667,86.7,38.85333333,4686.18,227.14,7.44,219.7,67.97333333,162.5466667,164.5333333,45.37333333,1015.54,120.5066667,49.69333333,22.82666667,329.6933333,182.3466667,190.5333333,293.3266667
Carex_cephaloidea|MAI|spm00000804|Phaestoglochin,43.0722619,-77.73449067,76.25,109.7708333,27.97916667,9711.5,270.59375,-117.0625,387.65625,154.375,-35.75,196.71875,-54.15625,999.84375,100.8333333,61.64583333,15.125,287.3020833,202.1875,278.4270833,213.0208333
Carex_cephalophora|MRY|spm00000828|Phaestoglochin,40.33496132,-82.77092887,106.4234801,116.2431866,30.52410901,9190.867925,294.163522,-82.80922432,376.9727463,167.0733753,11.24528302,220.8469602,-16.95178197,1037.274633,111.427673,58.46960168,19.65618449,311.9475891,195.3039832,290.6205451,206.8197065
Carex_cercostachys|CHC|spm00003397|Kobresia,29.15448944,95.32692837,21.02439024,133.7560976,44.51219512,5810.902439,149.804878,-147.6097561,297.4146341,91.19512195,-50.24390244,92.17073171,-55.85365854,576.3170732,135,3,100.4146341,352.5365854,13.7804878,351.4634146,14.90243902
Carex_chalciolepis|TAI|spm00000793|Racemosae,38.72582897,-106.2701178,2.523809524,148.3333333,39.98412698,7569.126984,194.9047619,-171.3015873,366.2063492,64.55555556,-10.61904762,101.0793651,-90.3015873,690.8571429,81.28571429,34.36507937,25.55555556,219.7301587,124.3650794,199.5873016,154.6666667
Carex_chapmanii|FLA|spm00000832|Laxiflorae,29.55339642,-82.53821254,206.0769231,126.6153846,46.80769231,5295.653846,329.1538462,61.11538462,268.0384615,268.8846154,171.2307692,269.1923077,134.5,1316.846154,193.7692308,54.03846154,41.80769231,533.6153846,196.8076923,530.7307692,259.5769231
Carex_cherokeensis|FLA|spm00000830|Hymenochlaenae,31.84608592,-91.74334561,183.7709497,123.5586592,38.76536313,6960.826816,336.0111732,19.77653631,316.2346369,198.8100559,179.2849162,269.6312849,90.48044693,1249.251397,147.4748603,68.78212291,22.32960894,388.3743017,239.1061453,317.7150838,303.1955307
Carex_chiapensis|MXS|spm00000267|Hymenochlaenae,18.7484045,-96.9027125,158.25,143.25,69.25,1704.25,259.75,53.5,206.25,170,149,177.75,134.25,1109.75,203,15.5,77.25,564.5,54.75,354.75,95.75
Carex_chihuahuensis|ARI|spm00001812|Multiflorae,27.30264067,-108.7150369,150.8666667,164.8333333,56.86666667,4439,294.2333333,4.766666667,289.4666667,191.6666667,151.6,205.6333333,94.6,725.1666667,185,7.266666667,97.5,455.5333333,35.36666667,394.9,117.5333333
Carex_chlorosaccus|KEN|spm00000180|Indicae,-2.113844,30.94187419,182.15625,115,74.84375,1005.15625,260,105.875,154.125,184.3125,174.53125,193.5,168.0625,1465.5625,244.78125,18.625,64.53125,642.8125,83.875,364.875,263.9375
Carex_chordorrhiza|BRC|spm00001925|Chordorrhizae,63.64294836,12.77428777,14.11457773,79.40041689,24.8154922,8297.557625,181.8491124,-137.7445535,319.5936659,103.5925901,-42.29975793,123.4061323,-90.48587951,654.0722162,84.96987628,32.96967456,31.34117805,230.4742469,106.2090506,210.2798548,137.5114981
Carex_chungii|CHS|spm00000022|Mitratae,26.066667,110.133333,130,76,27,7055,263,-12,275,168,54,216,34,1583,273,46,54,692,169,582,176
Carex_circinata|ARK|spm00001977|Circinatae,56.3062787,-123.9608923,37.25242718,64.32038835,29.96116505,5233.815534,152.9902913,-58.5631068,211.5533981,42.54368932,50.84466019,107.4563107,-23.91262136,1611.660194,213.7475728,76.11650485,30.90291262,577.776699,255.5728155,330.4951456,453.2815534
Carex_clavata|CPP|spm00004348|Spirostachyae,-33.77512115,21.92955844,166.6346154,98.84615385,54.96153846,2728.788462,254.2307692,76.19230769,178.0384615,148.1730769,182.8461538,200.8269231,131.6538462,732.3269231,98.34615385,30.92307692,38.34615385,274.7884615,102.1153846,134.4423077,237.8461538
Carex_cognata|NAT|spm00000182|Vesicariae,-25.93019662,28.74856221,161.6065574,129.704918,56.13114754,3361.967213,263.3934426,33.16393443,230.2295082,194.1803279,117.852459,198.7868852,114.1803279,881.704918,154.0983607,13.67213115,69.40983607,417.7704918,50.1147541,356.7704918,61.44262295
Carex_colchica|UKR|spm00002173|Ammoglochin,52.93538941,11.30598374,88.81671159,75.10422282,29.89667565,6311.756514,224.6010782,-22.9541779,247.5552561,156.115903,39.25965858,169.7681941,8.565139263,602.2021563,66.74483378,35.6361186,19.67385445,189.5956873,115.2803235,181.5372866,135.3719677
Carex_collinsii|DEL|spm00000827|Collinsiae,39.69048348,-75.14374285,117.9090909,110.6060606,31.48484848,8399.636364,292.7878788,-52.27272727,345.0606061,192.7272727,60.96969697,224.2424242,7.606060606,1119.515152,115.5757576,76.48484848,12.06060606,317.3636364,248.5454545,306.4242424,257.030303
Carex_collumanthus|COL|spm00005156|Abditispicae,5.654115857,-72.268743,82,90.42857143,77,406,140.5714286,23.57142857,117,78.85714286,80.85714286,86.28571429,76.85714286,1851.714286,295.8571429,26,55.71428571,813.7142857,137.1428571,414.5714286,783
Carex_comosa|CAL|spm00000826|Vesicariae,41.08284982,-83.60645586,97.05080831,115.0161663,31.89145497,8734.794457,280.886836,-82.89145497,363.778291,142.8498845,30.90531178,205.9792148,-19.30715935,1037.542725,117.4110855,57.43879908,23.70900693,329.8637413,192.2817552,272.7113164,238.6073903
Carex_complanata|TEX|spm00000782|Porocystis,34.59691417,-84.07463367,150.939759,122.373494,38.37951807,7337.73494,311.6927711,-13.9939759,325.686747,183.4036145,117.126506,242.313253,53.10240964,1283.385542,145.626506,72.18072289,19.36746988,396.6626506,245.0481928,339.0722892,299.253012
Carex_composita|CHT|spm00003356|Polystachyae,26.67605929,96.20123207,121.75,102.5357143,44.32142857,4651.25,219.3571429,-9.25,228.6071429,170.25,69,175.3571429,57.67857143,1211.214286,261.0357143,10.39285714,82.10714286,689.8214286,44.78571429,689.75,49.35714286
Carex_concinnoides|CAL|spm00001918|Clandestinae,46.69122033,-120.1084766,51.95953757,125.0346821,39.23121387,6728.115607,233.5317919,-89.5433526,323.0751445,24.11560694,87.3583815,139.0115607,-31.60693642,927.4855491,146.9537572,21.41618497,46.46820809,413.7919075,83.1734104,116.3815029,369.0693642
Carex_conferta|ETH|spm00000184|Stenorhynchae,3.702372172,37.02447286,154.6206897,136.4827586,78.34482759,867.137931,243.4137931,70,173.4137931,154.5172414,149.3103448,165.7931034,143.5517241,1138.37931,221.7931034,21.24137931,72.51724138,536.137931,87.24137931,291.7931034,204.1724138
Carex_congdonii|CAL|spm00001686|Paludosae,37.35263149,-118.9435186,23.01630435,120.6847826,42.61956522,5599.413043,184.7826087,-94.82065217,279.6032609,-30.60326087,92.63043478,99.92391304,-38.13586957,701.6684783,119.5597826,15.58152174,64.11413043,321.3369565,54.47826087,65.51630435,312.9402174
Carex_congolensis|MLW|spm00000181|Vesicariae,-3.707141429,28.49285429,208.7142857,115.2857143,77.42857143,858.7142857,284.8571429,131.8571429,153,210.7142857,199.1428571,218,197,1365.714286,204.4285714,28.57142857,56.85714286,567.8571429,123.2857143,348.1428571,173.8571429
Carex_coninux|NA|spm00003655|Kobresia,35.68864198,75.1945679,-19.59259259,97.96296296,26.56790123,9148.098765,164.6296296,-203.0740741,367.7037037,-9.185185185,-38.82716049,92.96296296,-142.2222222,287.1604938,50.95061728,6.50617284,50.74074074,135.4567901,29.07407407,84.56790123,57.88888889
